公司名称,企业性质,所属行业,招聘类型,招聘对象,工作地点,岗位,更新时间,截止时间,投递链接,相关公告,笔试情况
云深处科技,民企,智能硬件/机器人,秋招,2027届,杭州雄安北京深圳,VLA/WM算法工程师、空间智能算法工程师、具身agent算法工程师、具身操作算法工程师、具身导航算法工程师、具身运控算法工程师、软件工程师、硬件工程师、机械工程师、产品经理、系统工程师、工业设计工程师、技术支持工程师、全球销售工程师,2026/08/18,尽快投递,https://app135149.dingtalkoxm.com/campus-recruitment/yunshenchu/100000136?locale=zh-CN#/home,https://mp.weixin.qq.com/s/9hfsU-aAQ3Dkjf2MQaynBg?scene=1&click_id=1627220261,未明确
中国通信服务湖南公司,央国企,通信设备,秋招,"2027届, 2026届","长沙,衡阳,株洲岳阳,郴州,常德",电力工程师、双碳咨询师、高端电气师、风资源工程师、人工智能工程师、法务专员、网络安全工程师、系统集成工程师、开发工程师、财务管理、电子商务专业专职教师、大数据开发工程师、软件工程师、解决方案经理、全过程咨询专员,2026/08/18,尽快投递,https://wejob.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJrZXkiOjgxMDEwMSwidHlwZSI6MX0,https://mp.weixin.qq.com/s/-PwXyT8JdUBXhFKrCuImlg?scene=1,需要笔试
毅成资本,民企,银行/金融/证券/保险,秋招,"2027届, 2028届",北京,投资分析师,2026/08/18,尽快投递,https://mp.weixin.qq.com/s/eTirGlphK4xI1kcijwkuuQ?scene=1,https://mp.weixin.qq.com/s/eTirGlphK4xI1kcijwkuuQ?scene=1,未明确
文璟基金,民企,银行/金融/证券/保险,秋招,2027届,上海,量化数据平台研发工程师、量化交易基础设施研发工程师、私募基金运营,2026/08/18,尽快投递,https://mp.weixin.qq.com/s/WvtBtRK_C3gIaHjJ7c9V3g?scene=1&click_id=1738692203,https://mp.weixin.qq.com/s/WvtBtRK_C3gIaHjJ7c9V3g?scene=1&click_id=1738692203,未明确
腾讯CSIG,民企,互联网/人工智能,秋招,2027届,"深圳,北京,上海,成都,广州,南京",AI全栈工程师、Agent开发工程师、AI应用工程师、AI算法工程、技术研究-高性能计算方向、技术研究-基础架构方向、AI产品经理、算法-计算机视觉方向、高性能计算工程师、Alinfra研发工程师、AI计算库开发工程师、AI编译优化工程师、大模型训练框架研发工程师-强化学习/精调/蒸馏方向、大模型推理框架研发工程师、智能体-运营产品经理-CodeBuddy/WorkBuddy、AlGC艺术创作,2026/08/18,尽快投递,https://careers.tencent.com/,https://mp.weixin.qq.com/s/clF8gllVj52e-nPDwMlXyQ?scene=1&click_id=1028156498,部分免笔试
美团食杂零售,民企,互联网/人工智能,秋招,2027届,杭州北京广州,食杂零售管培生,2026/08/18,尽快投递,https://mp.weixin.qq.com/s/Vki_xM6tnQqU3EhYtR7iBw,https://mp.weixin.qq.com/s/Vki_xM6tnQqU3EhYtR7iBw,未明确
美团Keeta,民企,互联网/人工智能,秋招,"2027届, 2026届, 2025届","北京,深圳香港迪拜(阿联酋),利雅得(沙特阿拉伯)科威特城(科威特)",AI产品经理、商业分析师、大客户合作、业务运营管理、产品运营、市场营销、销售运营、渠道管理、体验视觉设计师,2026/08/18,尽快投递,https://zhaopin.meituan.com/web/about/ourTeam?bg=BG021&hiringType=4_1,https://mp.weixin.qq.com/s/FNNvPFftbhPB_yMhPlIpgw,部分免笔试
美团核心本地商业,民企,互联网/人工智能,秋招,2027届,全国,技术类、商业分析类、产品运营类、职能类、商品与物流类、销售及支持类,2026/08/18,尽快投递,https://zhaopin.meituan.com/web/campus,https://mp.weixin.qq.com/s/e_g51cMRZmHr6BC8Dxglpg,需要笔试
开立医疗,民企,生物医药/生物制药,秋招,"2027届, 2026届, 2025届",深圳武汉北京上海,图像处理算法工程师(超声)、图像处理算法工程师(内镜)、信号处理算法工程师(超声)、光学工程师、AI算法工程师、材料开发工程师临床工程师,2026/08/18,尽快投递,https://app.mokahr.com/campus-recruitment/sonoscape/94392?sourceToken=a29a787c8bdc3a79af5e70132eef060a#/,https://mp.weixin.qq.com/s/8ovzzV3B1-yiYA4n46jiKg,未明确
轻舟智航,民企,车企/汽车零部件,秋招,2027届,北京杭州深圳,一段式端到端模型算法工程师、端到端道路静态算法工程师、端到端OCC算法工程师、感知端到端算法工程师、感知融合算法工程师、世界模型算法工程师、规划算法工程师、决策算法工程师、预测规划算法工程师、数据算法工程师、自动标注算法工程师、三维重建算法工程师、模型量化部署工程师、定位算法工程师、MCU软件开发工程师、平台与交付管理工程师、自动驾驶软件开发工程师、自动驾驶车辆调试工程师、仿真研发工程师、性能优化工程师、研发效能工程师、地图基础架构工程师,2026/08/18,尽快投递,https://qcraft.jobs.feishu.cn/campus,https://mp.weixin.qq.com/s/kRe6upv7Dd5ZF-v4av68Ow?scene=1&click_id=145649234,未明确
京东,民企,互联网/人工智能,秋招,2027届,全国,物流储备类、健康储备类、门店储备类、客服储备类、审核储备类、金融风控储备类、金融保险储备类、销售类、人力资源类、财务会计类、法务风控类、物流防损类、行政类、健康类、品控类、运维支持类、业务支持类,2026/08/18,2026-11-30,https://mp.weixin.qq.com/s/BUoCq5X2apYXhxM0WNdQhw,https://mp.weixin.qq.com/s/BUoCq5X2apYXhxM0WNdQhw,需要笔试
艾意凯咨询,外企,商务服务/咨询,秋招,2027届,海外上海,"Associate,Life Science Specialist，专业不限、医学、药学、生物学",2026/08/18,2026-09-20,https://lek.tal.net/vx/lang-en-GB/mobile-0/appcentre-3/brand-2/candidate/jobboard/vacancy/5/adv/,https://mp.weixin.qq.com/s/UE2bF_0byfE6W0XpCEJvFA,未明确
德佑,民企,快消/食品/零售/消费,秋招,2027届,郑州,"电商运营,新媒体运营,内容运营,达人BD,产品开发,市场,财务BP,人力资源,专业不限",2026/08/18,尽快投递,https://app.mokahr.com/campus-recruitment/yxws/168223?locale=zh-CN#/jobs,https://mp.weixin.qq.com/s/PYNB-7f2RVKu2xrseGPLWw,未明确
灏米创新,民企,电商,秋招,2027届,宁波佛山长沙深圳,"跨境运营,品牌营销,产品技术,供应链,职能类",2026/08/18,尽快投递,https://s.xinrenxinshi.com/recruitGate/home,https://mp.weixin.qq.com/s/hAUBiUD1ylCPBf_HGP-cdQ,未明确
理想汽车,民企,车企/汽车零部件,秋招,"2027届, 2026届, 2025届",北京,管培生,2026/08/18,尽快投递,https://www.lixiang.com/employ/campus.html?fromJob=1,https://mp.weixin.qq.com/s/2_GeNEoLQMwB3fSoL_iHIg,未明确
经纬恒润,民企,车企/汽车零部件,秋招,2027届,"北京,天津,南京,重庆,武汉,成都,南通,西安,南昌,上海,深圳,长春",研发技术类、研发管理类、供应链类、生产制造类、销售服务类、公共职能类,2026/08/18,尽快投递,https://app.mokahr.com/social-recruitment/jingweihengrun/168299?locale=zh-CN#/,https://mp.weixin.qq.com/s/x070xQUcaNfHN09XwX7ajg,需要笔试
河南新东方,民企,教育培训,秋招,2027届,"郑州,开封,洛阳,新乡,焦作,许昌,信阳","少儿双语故事表演教师,中学学习机各科教师,高中各科教师，专业不限",2026/08/18,尽快投递,https://zhaopin.xdf.cn/campus/jobs,https://mp.weixin.qq.com/s/otOeh_7Ajrr7LqN6e3p6_Q,部分免笔试
上海空间推进研究所,民企,高端装备与国防科技/航空航天,秋招,2027届,上海,装测工艺，焊接工艺，无损检验技术，增材制造工艺，推进系统电系统设计，电性能测试，阀门研发、设计及工艺，数据应用，压力容器设计，旋转机械研发-核总体，旋转机械研发-系统设计，旋转机械研发-结构设计，旋转机械设计-电机设计，旋转机械设计-气动设计，旋转机械研发-材料研究，旋转机械设计-悬浮轴承，旋转机械设计-核级阀门，旋转机械设计-电动泵方向，预先研究一-电推进，技术规划论证，仿真设计，发动机设计，发动机研发，推进系统设计，项目计划管理，产学研平台管理(全国重点实验室)，机械工程，机械设计制造及其自动化，机械工艺技术，机械制造及其自动化，机械设计与制造，机械制造与自动化，焊接技术与工程，焊接技术与自动化，机械产品检测检验技术，材料科学与工程，材料学，材料加工工程，电气工程及其自动化，电气工程类，通信工程，电子科学与技术，电子信息工程，流体力学，大数据技术与应用，数据科学与大数据技术，大数据管理与应用，计算机科学与技术，软件工程，人工智能，制冷及低温工程，化工过程机械，工程热物理，热能工程，动力机械及工程，流体机械及工程，核工程与核技术，核工程类其他专业，核能科学与工程，飞行器设计，能源与动力工程，航空宇学，有机化学，工业催化航推进理论与工程，飞行器动力工程，电机与电器，电力系统及其自动化，高电压与绝缘技术，电力电子与电力传动，电工理论与新技术，金属材料工程，材料设计科学与工程，材料类，电气工程，控制理论与控制工程，电磁场与微波技术，物理电子学，等离子体物理，航空航天工程，新能源科学与工程，工程力学，航空宇航制造工程，应用化,2026/08/18,尽快投递,https://mp.weixin.qq.com/s/a2ngO11l16WFCF3T7tIuwQ,https://mp.weixin.qq.com/s/a2ngO11l16WFCF3T7tIuwQ,未明确
度小满,民企,互联网/人工智能,秋招,2027届,上海北京,"定价及经营策略部署岗位，风险策略分析师-贷后方向，大模型算法工程师，Agent应用研发工程师，产品经理-信贷业务，NP-贷后策略分析师，财务经营分析，Java研发工程师-支付业务，前端研发工程师-财富业务，Java研发工程师-财富业务，AI产品经理-信贷业务，AI测试开发工程师，AI全栈研发工程师，数据产品经理，信贷产品经理-线上生态，算法工程师(机器学习与A应用方向)，商业分析师-支付业务，数据挖掘工程师-财富业务，商业分析师-线上生态，商业分析师-国际信贷业务，理财运营-财富管理，理财产品经理-财富管理，AI全栈研发工程师-大数据引擎/云原生方向，风险策略岗，大模型算法研究员-博士，风险模型岗-国际信贷业务，产品运营(英语)-国际信贷业务，风险策略岗-国际信贷业务，智能风控策略部署岗，战略分析师，语音算法工程师，用户研究工程师(AI方向)，信息安全工程师，用户研究工程师，计算机，数学，软件，通信，人工智能，统计学，物理学，金融，经济，统计，数理，计量经济学，数据挖掘，心理学，社会学，人类学，金融经济，传媒，计算机科学，信息安全，软件工程，计算机图形学，财务管理，信息管理，市场营销，数字媒体，网络工程，自动化，数据科学，金融工程，金融科
技，工业设计，电子信息，大数据科学",2026/08/18,尽快投递,https://campus.duxiaoman.com/051736/position/list?keywords=&category=&location=&project=&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=&storefront_id_list=,https://mp.weixin.qq.com/s/h4g3JT69Y3FPD5kzvGL-8g,部分免笔试
镁信健康,民企,生物医药/生物制药,秋招,2027届,北京上海深圳,Agent工程师，AI产品经理，数据分析师，管培生(战略运营)，管培生(医学部)，产品精算岗，客户经理KA，计算机，人工智能，软件工程，自动化，医学，药学，保险，统计学，数学，数据科学，经济学，大健康学科大类(医药/医疗/公共卫生等)，保险金融，互联网，精算，金融保险类，生物分析，公共卫生及其他大健康相关学科,2026/08/18,尽快投递,https://jobs.meditrusthealth.com/campus,https://mp.weixin.qq.com/s/J6XqlLmzKCCBn27M-3RN6A,未明确
全芯智造,民企,科技,秋招,2027届,"北京,上海,杭州,合肥,济南,武汉,广州,深圳香港","算法工程师,机器学习工程师,大数据资料分析工程师,软件开发工程师,软件测试工程师,光学邻近效应修正研发工程师,EDA产品研发工程师,光学邻近效应修正应用工程师，工艺器件应用工程师，良率应用工程师，大数据、物理、计算机、材料、集成电路、人工智能、光学、化学、软件工程、统计学、力学、微电子、数学",2026/08/18,尽快投递,https://amedac.m.zhiye.com/#/jobs?jc=2,https://mp.weixin.qq.com/s/TGjFUMyKrpjFraZPjUSI3Q,未明确
佳期投资,民企,银行/金融/证券/保险,秋招,2027届,北京上海,投研团队技术团队交易团队运营团队,2026/08/18,尽快投递,https://careers.jqinvestments.com/campus/position/list,https://mp.weixin.qq.com/s/y34yOX5GlzCG8AQ0XNFcfw,未明确
多维联合集团,民企,建筑地产/市政工程,秋招,2027届,北京上海广州天津南通沈阳重庆成都西安海外,营销管培生类项目管理类技术类职能类商务类国际化类,2026/08/18,尽快投递,https://app.mokahr.com/campus-recruitment/duowei/142740?locale=zh-CN#/jobs/,https://mp.weixin.qq.com/s/NB8P-JN01nGm0FSgvbfT3A,未明确
美象信息,民企,互联网/人工智能,秋招,2027届,宁波杭州,前沿研究与管理储备产品研发与技术支持市场品牌与运营,2026/08/18,尽快投递,https://www.meixxx.com/post,https://mp.weixin.qq.com/s/lZGtsFcnb66keI5SKfM99Q,未明确
伊凡迪,民企,教育培训,秋招,"2027届, 2026届, 2025届","深圳,佛山,东莞,珠海,中山江门,惠州,肇庆,广州",学科授课老师、课程规划顾问、教务助教(实习岗可提供实习证明),2026/08/18,尽快投递,https://mp.weixin.qq.com/s/Mww1duDkyZo1xPTFZA1Csg,https://mp.weixin.qq.com/s/Mww1duDkyZo1xPTFZA1Csg,未明确
艾普工华,民企,科技,秋招,2027届,"长春,无锡,济南,郑州,武汉,长沙,深圳,成都","人工智能算法工程师,拓扑优化应用工程师，求解器算法工程师,PLC管培生,智能制造实施顾问,开发工程师,销售管培生，专业不限、力学、机械、车辆、航空航天、材料加工、计算机、数学、电气、自动化、机电、控制工程、智能制造、工业工程、软件工程",2026/08/18,尽快投递,https://mp.weixin.qq.com/s/AxK2NW-_0y86LekenaGvFA,https://mp.weixin.qq.com/s/AxK2NW-_0y86LekenaGvFA,需要笔试
mks中国,外企,电子/半导体,秋招,2027届,"广州.扬州,淮安,深圳,珠海,南京,苏州东莞,华东区,华南区,中国","设备软件工程师、设备驻厂服务工程师、高级产品应用工程师、应用工程师、设备服务工程师、助理设备服务工程师、机械设计工程师、工艺工程师(机加工)、安装主管(电镀设备)、产品支持专员、技术支持主管、自动化软件现场工程师、电仪工程师、电子维修技术员、激光技术员、包装工、激光工艺工程师、质量工程师(重大客诉)、质检员(金属焊接/设备组装)、生产主管、生产操作员、新技术经理(电子化学品)、产品应用专员(水平沉铜)、客户端安装工程师(机械/电气)、项目交付经理(设备)、销售业务助理、技术服务工程师(PCB电镀)、AccountManager, Senior OEM Business DevelopmentManager、直接物料采购开发(设备)、客户服务高级主管、关务专员、电气维修工程师(生产设备)、生产计划员、高级EHS工程师、高级财务分析师(FP&A)、财务BP、税务经理、应付会计、雇主品牌/新媒体运营实习生",2026/08/18,尽快投递,https://mp.weixin.qq.com/s/3uDScujQpf52Jx80H42Jjg?scene=1&click_id=1896492313,https://mp.weixin.qq.com/s/3uDScujQpf52Jx80H42Jjg?scene=1&click_id=1896492313,未明确
宁波银行总行金融科技部,银行,银行/金融/证券/保险,秋招,2027届,宁波,算法，运维(含SRE)，产品经理，应用研发，安全技术，职能管理，数据研发，系统测试，运行操作，计算机、软件工程、通信、电子、自动化、数学、统计、信息安全、网络空间安全、专业不限,2026/08/18,尽快投递,https://zhaopin.nbcb.com.cn/#/dashboard,https://mp.weixin.qq.com/s/QifL5JkGX0V-oJd4Ll23aQ,需要笔试
海德斯通信有限公司,民企,通信设备,秋招,2027届,深圳南京北京鹤壁,营销类研发类供应链类职能类,2026/08/18,尽快投递,https://hr.hdscomms.com/campus-recruitment/tanhai/118014/#/jobs,https://mp.weixin.qq.com/s/sAeuFTlE8N-2fliiXOgOtQ,未明确
交通规划研究院,央国企,建筑地产/市政工程,秋招,2027届,广州,交通运输类:交通运输与规划管理、交通工程、智慧交通、智慧运输工程或相关专业国土空间规划、土地管理、地理科学类:城乡规划、土地资源管理、人文地理、地理信息或相关专业计算机、数学类:数据科学与大数据技术、软件工程、数学与应用数学或相关专业,2026/08/18,尽快投递,https://gztpri.cn:9000/edc/formview/qha143#/?_key=p3aiot,https://mp.weixin.qq.com/s/_4_QjsQE8grVMPxY0sfFMA?scene=1&click_id=1986525609,需要笔试
海能达,民企,通信设备,秋招,2027届,东莞哈尔滨深圳北京南京成都,技术类设计类供应链类营销类职能类产品类运营类市场类,2026/08/18,尽快投递,https://app.mokahr.com/campus-recruitment/hytera/182194?locale=zh-CN#/jobs,https://app.mokahr.com/campus-recruitment/hytera/182194?locale=zh-CN#/jobs,需要笔试
逆矩阵,民企,互联网/人工智能,秋招,2027届,北京,世界模型数据智能AlInfra模型评测具身智能,2026/08/18,尽快投递,https://mp.weixin.qq.com/s/344709YkngAKoJyhb40lmg,https://mp.weixin.qq.com/s/344709YkngAKoJyhb40lmg,未明确
荣盛集团,民企,建筑地产/市政工程,秋招,2027届,大连杭州苏州舟山宁波,职能支持类，生产运行类，市场营销类，供应链物流类，研发技术类，化工，材料，机械，电气，动力，人工智能，矿业，安全，化学，统计学，经济学，管理学，法学，文学(英语),2026/08/18,2026-11-30,https://talent.rong-sheng.com/#/login,https://mp.weixin.qq.com/s/l6eFEYE4t60ngYflexYuhQ,未明确
厦门银行,银行,银行/金融/证券/保险,秋招,"2027届, 2026届",厦门福州泉州漳州莆田宁德三明龙岩南平重庆,总行管培生(综合方向/FinTech方向)分行管培生(综合反向)市场营销类柜面服务类,2026/08/18,尽快投递,https://xmbank.mokahr.vip/campus-recruitment/xmbankonline/182209/#/,https://mp.weixin.qq.com/s/W17dedPHKrC2aIQgyQpmag,未明确
锦浪科技,民企,能源/电力,秋招,2027届,宁波上海成都西安,电气工程及其自动化、自动化、电子信息、机械设计自动化、控制工程、电力电子与电气传动、国际贸易、英语、工商管理、新能源、人力资源管理等,2026/08/18,尽快投递,https://ginlong.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/qH-CQMZv6rSTIaDaPhvOAg,未明确
上海光通信有限公司,民企,电子/半导体,秋招,2027届,上海,财务专员良率工程师量测工艺工程师天分杭工程保证工程艺集成工程师质量工程工程师 设备工程师 软件开发工程师智能制造工程师产品工程师 自动化工程师人力资源专员,2026/08/18,尽快投递,https://app.mokahr.com/campus-recruitment/gtx/102188#/jobs?page=1&anchorName=jobsList,https://mp.weixin.qq.com/s/Uqbqqc3qisU2sVv2LYT0kQ,需要笔试
信捷电气,民企,机械设备/电气系统,秋招,2027届,无锡全国,算法类(电机控制/运动控制/电磁设计);研发类(嵌入式软件/硬件),2026/08/18,尽快投递,https://xinje.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/l4h5ysOwPfRKqG1HvoOb5w,需要笔试
鹏芯微,民企,电子/半导体,秋招,2027届,深圳,工艺研发工程师 工艺整合研发工程师分析技术工程师硬件系统整合工程师半导体工艺工程师工艺整合工程师 良率工程师生产管理工程师生产系统开发工程师 AMHS系统工程师 AMHS设备工程师,2026/08/18,尽快投递,https://career.pxwsemi.com/campus/jobs,https://mp.weixin.qq.com/s/EiuL3jFVed33dV5uSOccFw,需要笔试
长光卫星,民企,高端装备与国防科技/航空航天,秋招,2027届,吉林长春,机械设计工程师伺服控制工程师机械人光学制造工程师控制系统工程师空间环境工程师天线工程师硬件技术工程师 软件开发工程师FPGA软件工程师算法工程师嵌入式开发工程师遥感测绘工程师项目管理质量体系管理市场营销,2026/08/18,尽快投递,https://wecruit.hotjob.cn/SU680597f91eb80570a8beb7c5/pb/school.html,https://mp.weixin.qq.com/s/0bTgualRtAKYWMtWLb8Kmg,需要笔试
苏州科达,民企,电子/半导体,秋招,2027届,苏州上海,算法类开发类测试支持类产品管理类专业类岗位,2026/08/18,2026-11-30,https://kedacom.zhiye.com/Campus,https://mp.weixin.qq.com/s/XDraS44RbiHVP7e5ccL4Kg,未明确
远景动力,民企,能源/电力,秋招,2027届,上海江阴鄂尔多斯十堰宜昌沧州美国法国日本英国西班牙,研发类工程技术类深度制造类质量管理类解决方案类项目管理类工程管理类智慧供应链类综合类,2026/08/18,尽快投递,https://app.mokahr.com/campus-recruitment/envisiongroup/43123?sharePageId=4688577&sourceToken=d744864c724488515e88c7cb4885e2c9#/page/%E8%BF%9C%E6%99%AF%E5%8A%A8%E5%8A%9B,https://mp.weixin.qq.com/s/e-soCd9MnwXs2BKupmEFWQ,部分免笔试
华为数字能源,民企,科技,秋招,"2027届, 2026届","深圳,东莞,上海,西安,南京",数字能源BD、数字能源BD(小语种)、网络安全与隐私保护工程师、网络安全、硬件安全、数据安全与隐私保护、密码技术、算法工程师、软件算法、通信算法、控制算法、感知算法、仿真算法、AI模型工程师、空间智能、多模态大模型、Agent技术、语言大模型、AI算法、后训练与强化学习、AI模型评测、端侧大模型、搜索推荐、大模型数据技术、AIlInfra工程师、AI算子技术、Al训推系统、AI数据系统、建模仿真、芯片与器件设计工程师、数字芯片、AI安全与隐私工程师、AI模型与Infra安全、AI应用安全、技术研究工程师、无线通信、网络技术、数据科学工程师、热设计工程师、热设计、AI应用工程师、AI技术应用、结构与材料工程师、先进工艺设计、结构、整机工艺设计、电子功能材料、硬件技术工程师、电源、功率器件、电池、机电一体化、车辆工程技术、单板硬件、软件开发工程师、数据库、操作系统与编译器、通用软件、嵌入式软件、芯片与器件设计高级工程师、数字芯片、网络安全与隐私保护研究员、数据安全与隐私保护、硬件安全、密码技术、网络安全、算法研究员、控制算法、软件算法、仿真算法、感知算法、通信算法、AI模型研究员、多模态大模型、语言大模型、端侧大模型、大模型数据技术、后训练与强化学习、Agent技术、空间智能、AI模型评测、搜索推荐、AI算法、AI安全与隐私研究员、AI模型与Infra安全、AI应用安全、AlInfra研究员、AI数据系统,2026/08/18,尽快投递,https://career.huawei.com/cn/campus-recruitment-job-list?recruitmentType=FRESH_GRADUATE,https://mp.weixin.qq.com/s/338hYwFGG5VanuTIF5aziw?scene=1&click_id=1017807771,部分免笔试
华为云计算BU,民企,科技,秋招,"2027届, 2026届","北京,上海,深圳,东莞,杭州,南京,成都,西安",AI应用研究员、AI技术应用、AI应用工程师、AI系统软件、AI模型研究员、Agent技术、AI算法、AI模型工程师、多模态大模型、语言大模型、端侧大模型、大模型数据技术、后训练与强化学习、空间智能、AI模型评测、搜索推荐、AIInfra工程师、Al训推系统、AI算子技术、AI数据系统、A安全与隐私工程师、AI应用安全、软件开发工程师、通用软件、数据库、算法研究员、控制算法、算法工程师、软件算法、通信算法、数据科学工程师、云服务开发工程师、网络安全与隐私保护工程师、网络安全、技术研究工程师、网络技术、硬件技术工程师、电源、热设计工程师、热设计、ID与UX设计师、UX设计、人因与用户体验工程师、用户体验研究、华为云BD、华为云BD(俄语)、华为云BD(葡萄牙语)、华为云BD(西语)、云计算服务工程师,2026/08/18,尽快投递,https://career.huawei.com/cn/campus-recruitment-job-list?recruitmentType=FRESH_GRADUATE,https://mp.weixin.qq.com/s/kC1gy7cC0fphnZhokU2vLQ?scene=1&click_id=1175996780,未明确
华为终端BG,民企,科技,秋招,"2027届, 2026届","深圳,东莞,北京,上海,杭州南京,武汉,西安,成都",AlInfra工程师、AI模型工程师、AI应用工程师、AI安全与隐私工程师、算法工程师、算法研究员、软件开发工程师、软件开发高级工程师、网络安全与隐私保护工程师、网络安全与隐私保护研究员、硬件技术工程师、硬件技术高级工程师、结构与材料工程师、结构与材料高级工程师、热设计工程师、热设计高级工程师、芯片与器件设计工程师、芯片与器件设计高级工程师、技术研究工程师、无线技术研究员、网络技术研究员、光技术研究员、计算技术研究员、先进材料与工艺研究员、数据科学工程师、云服务开发工程师、ID与UX设计师、人因与用户体验工程师、消费者管理培训生、消费者管理培训生(小语种)、生态拓展经理、产品运营经理,2026/08/18,尽快投递,https://career.huawei.com/cn/campus-recruitment-job-list?recruitmentType=FRESH_GRADUATE,https://mp.weixin.qq.com/s/irxsInjT6adC0UTvibPzow?scene=1&click_id=765566871,未明确
英特尔,外企,电子/半导体,秋招,"2027届, 2026届",北京上海深圳,研发类市场营销类生产制造类职能类岗位,2026/08/18,尽快投递,https://chinacampus.jobs.intel.cn/intel/home/index/#/,https://mp.weixin.qq.com/s/KPXcJWJqlyQoWjwqwzN_vg,部分免笔试
今溪信息,民企,科技,秋招,2027届,北京,投资助理岗,2026/08/18,尽快投递,https://v.wjx.cn/vm/mQOfWlg.aspx#,https://mp.weixin.qq.com/s/966znO9iu_pACIboPtm2Gg?scene=1&click_id=1694956222,未明确
腾讯北极光,民企,互联网/人工智能,秋招,2027届,上海,2D角色设计、3D场景设计、3D角色设计、动画、特效、技术美术-多方向、多媒体设计、视觉设计、游戏宣发视觉设计、交互设计、游戏动效设计-UI向、游戏动效设计-特效向、游戏策划培训生、游戏发行/运营培训生、项目管理、音频策划、游戏客户端开发、游戏引擎开发、后台开发、市场营销,2026/08/18,尽快投递,https://join.qq.com/login.html?state=httpsjoin.qq.commshare.htmlshareId1148475860877320192,https://mp.weixin.qq.com/s/StTA01eiTQrCFo3ewYFo1w?scene=1&click_id=2018742353,部分免笔试
腾讯魔方,民企,互联网/人工智能,秋招,"2027届, 2026届",深圳北京上海,游戏客户端开发、游戏引擎开发、后台开发、测试开发、运营开发、算法-多模态方向、游戏策划培训生、游戏发行/运营培训生、AI产品经理、音频策划、项目管理、市场营销、商业分析、3D角色设计、3D场景设计、2D角色设计、2D场景设计、动画、特效、技术美术(AI方向)、技术美术(多方向)、游戏GUI视觉设计、游戏宣发视觉设计、交互设计、视觉设计、内容培训生-艺术创作方向(含AIGC),2026/08/18,尽快投递,https://join.qq.com/login.html?state=httpsjoin.qq.commshare.htmlshareId1148475860877320192,https://mp.weixin.qq.com/s/vP5WZ2I-049tmEwtpBt4Fw?scene=1&click_id=2024806063,需要笔试
腾讯光子工作室,民企,互联网/人工智能,秋招,"2027届, 2026届","深圳,广州,上海,杭州,香港新加坡,伦敦,首尔",游戏客户端开发、游戏引擎开发、移动客户端开发、自然语言处理、计算机图形学、机器学习、后台开发、测试开发、数据工程、技术研究、数据科学、2D场景设计、3D场景设计、2D角色设计、3D角色设计、视觉设计、交互设计、动效设计、动画设计、游戏特效、技术美术、分镜导演、多媒体设计、游戏策划、游戏发行/运营、项目管理、产品经理、内容运营、音频策划、商业分析、市场营销、消费互联网营销,2026/08/18,尽快投递,https://join.qq.com/login.html?state=httpsjoin.qq.commshare.htmlshareId1148475860877320192,https://mp.weixin.qq.com/s/LjTPKkDBn9s6V01uZMYbFw?scene=1&click_id=1351140227,未明确
Babycare,民企,快消/食品/零售/消费,秋招,2027届,杭州,产品经理、品类策划、工业设计、包装设计、ToB渠道运营、ToC渠道运营、跨境电商运营、产品营销、创意文案、视觉设计、媒介推广、供应计划、供应链运营、质量管理、人力资源、财务数据产品,2026/08/18,尽快投递,https://babycare.zhiye.com/campus,https://mp.weixin.qq.com/s/O527nJrqP9U7IbYi34Bw2g,未明确
华硕,民企,科技,秋招,2026届,苏州,商用电脑硬件研发工程师、可靠度测试工程师、IT工程师、软件开发工程师、硬件设计工程师,2026/08/17,尽快投递,https://asustek.zhiye.com/,https://mp.weixin.qq.com/s/-JdcCWlbdL4--o4s1qgQng?scene=1,需要笔试
平安银行北京分行,银行,银行/金融/证券/保险,秋招,"2027届, 2026届",北京,管理培训生、客户经理岗、运营支持岗、信息技术岗、风险控制岗,2026/08/17,尽快投递,https://wetalent.pingan.com/91f8800d99a13199801575196b665af2/campus/search?positionShareId=a9f529e64af630439fc8ca6e624744fd,https://mp.weixin.qq.com/s/_ilVqc1IcExZp7tKN3GWPw?scene=1&click_id=1253360581,未明确
商道纵横,民企,商务服务/咨询,秋招,"2027届, 2028届",上海北京,ESG/CSR助理咨询顾问、碳中和领域助理咨询顾问、碳中和实习生、咨询团队实习生、品牌运营实习生,2026/08/17,尽快投递,https://mp.weixin.qq.com/s/o-aqcKRK8b87f8hN4yHQVQ?scene=1,https://mp.weixin.qq.com/s/o-aqcKRK8b87f8hN4yHQVQ?scene=1,未明确
英科医疗,民企,生物医药/生物制药,秋招,2027届,淄博潍坊济南青岛镇江淮北安庆九安北京上海海外,研发类IT类营销类生产类职能类,2026/08/17,尽快投递,https://global-intco.jobs.feishu.cn/840753/position/list,https://mp.weixin.qq.com/s/vgAnNGF6L9LkQpQwGQo4zA,未明确
